priref	name	name_rkd_matching	rkd_reconcile_match_score	rkd_uri	rkd_id_reconciliation	Aantal gelinkte records	digital_reference	gender	birth.date.start	birth.date.end	birth.place	death.date.start	death.date.end	death.place
24517	Lancret, N.	Lancret, N.				2		man	1690	1690	PARIJS	1743	1743	PARIJS
24526	Ruhaak, L.M.	Ruhaak, L.M.				13		vrouw	1945-01-31T23:00:00Z	1945-01-31T23:00:00Z	OEGSTGEEST	2004-01-24T23:00:00Z	2004-01-24T23:00:00Z	Amsterdam
24527	Horst, F.A. van der	Horst, F.A. van der				496	https://rkd.nl/explore/artists/39832	man	1946-05-16T22:00:00Z	1946-05-16T22:00:00Z	PIJNACKER			
24528	Kaap, G. van der	Kaap, G. van der				19	https://rkd.nl/explore/artists/43188	man	1959-05-21T23:00:00Z	1959-05-21T23:00:00Z	ENSCHEDE			
24532	Gubbels, H.S.	Gubbels, H.S.				7	https://rkd.nl/explore/artists/34417	vrouw	1950-06-22T23:00:00Z	1950-06-22T23:00:00Z	Rotterdam			
24533	Buren, Machteld van	Buren, Machteld van	100.0	https://data.rkd.nl/artists/94057	94057	1	https://rkd.nl/explore/artists/94057	vrouw	1956-06-01T23:00:00Z	1956-06-01T23:00:00Z	BREDA			
24534	Ader, B.J.C.	Ader, B.J.C.				25	https://rkd.nl/explore/artists/462	man	1942-04-18T22:00:00Z	1942-04-18T22:00:00Z	WINSCHOTEN	1975	1975	
24539	Blaeu, J.	Blaeu, J.				5		man	1596-09-23	1596-09-23	Amsterdam	1673-12-28	1673-12-28	Amsterdam
24540	Akkersdijk, J.	Akkersdijk, J.				2	https://rkd.nl/explore/artists/837	man	1815-02-12	1815-02-12	Rotterdam	1862-01-04	1862-01-04	Rotterdam
24544	Sylva y Velázquez, D.R. de	Sylva y Velázquez, D.R. de				15		man		1599-06-06	Sevilla	1660-08-07	1660-08-07	MADRID
24548	Huchtenburgh, J. van	Huchtenburgh, J. van				6		man	1647-11-20	1647-11-20	Haarlem	1733-07	1733-07	Amsterdam
24550	Aa, D. van der	Aa, D. van der				2		man	1731	1731	Den Haag	1809-02-23	1809-02-23	Den Haag
24551	Vegter, J.J.	Vegter, J.J.				1	https://rkd.nl/explore/artists/79726	man	1927-03-28T23:00:00Z	1927-03-28T23:00:00Z	Voorburg ZH			
24554	Nies, J.T.	Nies, J.T.				5	https://rkd.nl/explore/artists/59496	man	1924-07-22T23:00:00Z	1924-07-22T23:00:00Z	DEURNE	2018-03	2018-03	
24555	Lous, C.	Lous, C.				3	https://rkd.nl/explore/artists/51023	man	1938-04-26T23:00:00Z	1938-04-26T23:00:00Z	BREDA			
24556	Zwiers, W.	Zwiers, W.				31	https://rkd.nl/explore/artists/86779	man	1922-05-16T23:00:00Z	1922-05-16T23:00:00Z	Rotterdam	2019-11-13T23:00:00Z	2019-11-13T23:00:00Z	Amsterdam
24557	Beeck	Beeck, Jan	72.73	https://data.rkd.nl/artists/5588	5588	1	https://rkd.nl/explore/artists/258573	vrouw	1657-11-25	1657-11-25	Den Haag	1717	1717	
24558	Loeff, H.D.	Loeff, H.D.				1	https://rkd.nl/explore/artists/50577	man	1774-02-06	1774-02-06	Den Haag	1845-03-17	1845-03-17	Den Haag
24559	Eick, J.F.	Eick, J.F.				1		man						
24560	Brouwer Nijhoff, H.N.	Brouwer Nijhoff, H.N.				1		vrouw						
24565	Velden, E.M. van der	Velden, E.M. van der				147		onbekend						
24569	Boschma, R.F.	Boschma, R.F.				6	https://rkd.nl/explore/artists/11067	man	1962-05-12T23:00:00Z	1962-05-12T23:00:00Z	BERGUM			
24571	Monogrammist A.W.	Monogrammist A.W.				1		onbekend						
24572	Marchesi, P.	Marchesi, P.				2		man	1789-08-11	1789-08-11	Saltrio	1858-02-07	1858-02-07	Milaan
24577	Polak, J. (1947-09-05)	Polak, J. (1947-09-05)				9		man	1947-09-04T22:00:00Z	1947-09-04T22:00:00Z	POSTERHOLT			
24578	Dufour, J.	Dufour, J.				13		man						
24580	Regina, Kunstaardewerkfabriek	Regina, Kunstaardewerkfabriek	100.0	https://data.rkd.nl/artists/337392	337392	49		niet van toepassing	1898	1898	Gouda	1979	1979	Gouda
24582	Boonen, A.	Boonen, A.				9		man	1669	1669	DORDRECHT	1729	1729	Amsterdam
24583	Herminez-van Raak, M. l'	Herminez-van Raak, M. l'				1		vrouw	1925-10-03T23:00:00Z	1925-10-03T23:00:00Z	TILBURG	2010-02-04T23:00:00Z	2010-02-04T23:00:00Z	TILBURG
24585	Stork, H.	Stork, H.				233	https://rkd.nl/explore/artists/75530	man	1924-02-23T23:00:00Z	1924-02-23T23:00:00Z	WEESP	1993-02-15T23:00:00Z	1993-02-15T23:00:00Z	Ruinen
24586	Baat, A.F. de	Baat, A.F. de				110	https://rkd.nl/explore/artists/3285	man	1945-05-19T22:00:00Z	1945-05-19T22:00:00Z	OUD-BEIJERLAND			
24588	Letterie, M.A.	Letterie, M.A.				27		vrouw	1945	1946				
24589	Nakken, W.K.	Nakken, W.K.				3	https://rkd.nl/explore/artists/58799	man	1835-04-09	1835-04-09	Den Haag	1926-01-03T23:00:00Z	1926-01-03T23:00:00Z	Rijswijk ZH
24591	Bink, W.J.M.	Bink, W.J.M.				137	https://rkd.nl/explore/artists/8502	man	1941-07-25T22:00:00Z	1941-07-25T22:00:00Z	OOSTERHOUT			
24592	Colenbrander, T.C.A.	Colenbrander, T.C.A.				96	https://rkd.nl/explore/artists/17646	man	1841-10-31	1841-10-31	DOESBURG	1930-05-27T23:00:00Z	1930-05-27T23:00:00Z	LAAG KEPPEL
24597	Klop, A.C.	Klop, A.C.				88	https://rkd.nl/explore/artists/44913	man	1939-04-26T23:00:00Z	1939-04-26T23:00:00Z	Rotterdam			
24598	Hemert, A.F.M. van	Hemert, A.F.M. van				15	https://rkd.nl/explore/artists/37335	man	1956-01-09T23:00:00Z	1956-01-09T23:00:00Z	KERKRADE			
24599	Babtist, G.	Babtist, G.				1	https://rkd.nl/explore/artists/3313	man	1963-02-17T23:00:00Z	1963-02-17T23:00:00Z	Heiligerlee			
24602	Remé, Jörg	Remé, Jörg	100.0	https://data.rkd.nl/artists/66221	66221	53	https://rkd.nl/explore/artists/66221	man	1941-02-03T22:00:00Z	1941-02-03T22:00:00Z	Gdansk			
24604	Louwers, M.G.A.M.	Louwers, M.G.A.M.				54	https://rkd.nl/explore/artists/51044	vrouw	1948-09-20T22:00:00Z	1948-09-20T22:00:00Z	MIERLO			
24605	Fernhout, E.R.J.	Fernhout, E.R.J.				15	https://rkd.nl/explore/artists/27726	man	1912-08-16T23:00:00Z	1912-08-16T23:00:00Z	Bergen  NH	1974-11-03T23:00:00Z	1974-11-03T23:00:00Z	Bergen  NH
24606	Königliche Porzellanmanufaktur	Königliche Porzellanmanufaktur				29		niet van toepassing	1751	1751	BERLIJN	1918	1918	
24607	Stomme, J.J. de	Stomme, J.J. de				2		man	1615	1615	FRANEKER	1657	1657	
24613	Holtrust, T.	Holtrust, T.				1		vrouw						
24616	Smit, R.	Smit, R.				234	https://rkd.nl/explore/artists/73343	man	1941-03-28T22:00:00Z	1941-03-28T22:00:00Z	DELFT			
24617	Palamedesz, A.	Palamedesz, A.				7		man	1601	1601	DELFT	1673-11-27	1673-11-27	Amsterdam
24619	Verbon, W.A.	Verbon, W.A.				30	https://rkd.nl/explore/artists/80084	man	1921-10-27T23:00:00Z	1921-10-27T23:00:00Z	Rotterdam	2003-11-07T23:00:00Z	2003-11-07T23:00:00Z	Rotterdam
24620	Geem, J. van	Geem, J. van				306	https://rkd.nl/explore/artists/30601	man	1919-04-29T23:00:00Z	1919-04-29T23:00:00Z	Spaarndam			
24621	Roos, V.F. de	Roos, V.F. de				1		man						
24622	Tholen, W.B.	Tholen, W.B.				36	https://rkd.nl/explore/artists/77150	man	1860-02-13	1860-02-13	Amsterdam	1931-12-04T23:00:00Z	1931-12-04T23:00:00Z	Den Haag
24624	Cuypers, P.J.H.	Cuypers, P.J.H.				25	https://rkd.nl/explore/artists/19348	man	1827-05-16	1827-05-16	ROERMOND	1921-03-02T23:00:00Z	1921-03-02T23:00:00Z	ROERMOND
24627	Wijnants, J.	Wijnants, J.				7		man	1630	1635	Haarlem (?)	1684-01-23	1684-01-23	Amsterdam
24630	Brand, A.J.C.	Brand, A.J.C.				4		man	1954	1954	Den Haag			
24632	Doppelmaier, J.G.	Doppelmaier, J.G.				3		man						
24635	Menken, R.M.A.	Menken, R.M.A.				57		man	1947	1947	ZALTBOMMEL			
24636	Wassenaar, W.A.	Wassenaar, W.A.				2	https://rkd.nl/explore/artists/91908	man	1873-12-14	1873-12-14	KATWIJK	1956-01-01T23:00:00Z	1956-01-01T23:00:00Z	Amsterdam
24637	Baart, T.	Baart, T.				2		man	1957	1957	Amsterdam			
24641	Willemse, R.L.	Willemse, R.L.				102	https://rkd.nl/explore/artists/84647	man	1944-09-30T22:00:00Z	1944-09-30T22:00:00Z				
24643	Vulpen, Gerwin van	Vulpen, Gerwin van	100.0	https://data.rkd.nl/artists/82280	82280	83	https://rkd.nl/explore/artists/82280	man	1958-05-29T23:00:00Z	1958-05-29T23:00:00Z	VLAARDINGEN			
24644	Avenell, P.	Avenell, P.				1		man						
24650	Ebeling Koning, J.G.	Ebeling Koning, J.G.				10	https://rkd.nl/explore/artists/25348	man	1931-03-31T23:00:00Z	1931-03-31T23:00:00Z	BILTHOVEN			
24651	Beerendonk, T.H.J.	Beerendonk, T.H.J.				225		man	1905-12-24T23:00:00Z	1905-12-24T23:00:00Z	Amsterdam	1979-08-31T23:00:00Z	1979-08-31T23:00:00Z	Amsterdam
24653	Walle, F.W. van de	Walle, F.W. van de				127	https://rkd.nl/explore/artists/82659	man	1942-12-08T23:00:00Z	1942-12-08T23:00:00Z	Den Haag			
24655	Rigter, J.N.F.	Rigter, J.N.F.				13		vrouw	1956	1956	Haarlem			
24659	Welie, J.A. van	Welie, J.A. van				13	https://rkd.nl/explore/artists/87828	man	1866-12-18	1866-12-18	DRUTEN	1956-09-23T23:00:00Z	1956-09-23T23:00:00Z	Den Haag
24660	Koetsier, J.	Koetsier, J.				100	https://rkd.nl/explore/artists/45394	man	1930-06-11T23:00:00Z	1930-06-11T23:00:00Z	UTRECHT	1991-08-28T22:00:00Z	1991-08-28T22:00:00Z	Amsterdam
24661	Derksen, G.	Derksen, G.				1	https://rkd.nl/explore/artists/22075	man	1870-11-25	1870-11-25	DOESBURG	1920-04-22T23:00:00Z	1920-04-22T23:00:00Z	ARNHEM
24667	Leurs, H.J.	Leurs, H.J.				10	https://rkd.nl/explore/artists/49686	man	1890-04-28	1890-04-28	Den Haag	1956-09-17T23:00:00Z	1956-09-17T23:00:00Z	Rijswijk ZH
24670	Proper, R.	Proper, R.				1		man						
24671	Wijngaerdt, Petrus Theodorus van (1816-1893)	Wijngaerdt, Petrus Theodorus van (1816-1893)				4	https://rkd.nl/explore/artists/84394	man	1816-03-07	1816-03-07	Amsterdam	1893-05-12	1893-05-12	Haarlem
24672	Josselin de Jong, C.R. de	Josselin de Jong, Carla de	100.0	https://data.rkd.nl/artists/42954	42954	4	https://rkd.nl/explore/artists/42954	man	1931-09-02T23:00:00Z	1931-09-02T23:00:00Z	Hong Kong			
24676	Sächsische Porzellan-Manufaktur, Königl.	Sächsische Porzellan-Manufaktur, Königl.				209		niet van toepassing	1710	1710	Meissen			
24682	Haeck, C.W.	Haeck, C.W.				14	https://rkd.nl/explore/artists/35114	man	1908-11-15T23:00:00Z	1908-11-15T23:00:00Z	ARNHEM	1986-02-07T23:00:00Z	1986-02-07T23:00:00Z	ARNHEM
24683	Alsloot, D. van	Alsloot, D. van				3		man		1573	BRUSSEL	1628	1628	BRUSSEL
24684	Fornasetti, P.	Fornasetti, P.				1	https://rkd.nl/explore/artists/118376	man	1913-11-09T23:00:00Z	1913-11-09T23:00:00Z	Milaan	1988	1988	Milaan
24687	Kessener, J.W.	Kessener, J.W.				1		man						
24689	Bodart, L.E.F.	Bodart, E.L.F. (Lambert)	71.43	https://data.rkd.nl/artists/9513	9513	52	https://rkd.nl/explore/artists/9513	man	1872-06-24	1872-06-24	DELFT	1945	1945	
24690	Mulders, Marc	Mulders, Marc	100.0	https://data.rkd.nl/artists/58278	58278	11	https://rkd.nl/explore/artists/58278	man	1958-09-22T23:00:00Z	1958-09-22T23:00:00Z	TILBURG			
24691	Siewert, F.	Siewert, F.				67	https://rkd.nl/explore/artists/72512	man	1942-01-02T22:00:00Z	1942-01-02T22:00:00Z	Rotterdam			
24694	Berlage, H.P.	Berlage, Hendrik Petrus	73.68	https://data.rkd.nl/artists/7383	7383	557	https://rkd.nl/explore/artists/7383	man	1856-02-21	1856-02-21	Amsterdam	1934-08-11T23:00:00Z	1934-08-11T23:00:00Z	Den Haag
24698	Ransome, J.E.M.	Ransome, J.E.M.				1		vrouw						
24699	Munster, A.W. van	Munster, A.W. van				2		man						
24700	Muijsenberg, A.A.F. van den	Muijsenberg, A.A.F. van den				33	https://rkd.nl/explore/artists/58659	man	1901-02-16T23:00:00Z	1901-02-16T23:00:00Z	BREDA	1967-06-05T23:00:00Z	1967-06-05T23:00:00Z	BARCELONA
24701	Beert, O.	Beert, O.				3		man	1580	1580	ANTWERPEN		1624	ANTWERPEN
24703	Littel, S.	Littel, S.				54	https://rkd.nl/explore/artists/50412	man	1939-07-28T23:00:00Z	1939-07-28T23:00:00Z	ZWIJNDRECHT			
24706	Krzyzanowski, M.S.	Krzyzanowski, M.S.				206	https://rkd.nl/explore/artists/46702	man	1949-04-22T22:00:00Z	1949-04-22T22:00:00Z	OOSTERHOUT			
24707	Altdorfer, A.	Altdorfer, A.				4		man		1480	Regensburg	1538	1538	Regensburg
24708	Brinkgreve, G.	Brinkgreve, G.				2	https://rkd.nl/explore/artists/12644	man	1917-12-08T23:00:00Z	1917-12-08T23:00:00Z	UTRECHT	2005-03-22T23:00:00Z	2005-03-22T23:00:00Z	Amsterdam
24712	Vanni, A.	Vanni, A.				1		man	1332	1332		1403	1403	
24718	Verdonk, F.W.	Verdonk, F.W.				4	https://rkd.nl/explore/artists/80164	man	1902-02-28T23:00:00Z	1902-02-28T23:00:00Z	GORINCHEM	1963-11-14T23:00:00Z	1963-11-14T23:00:00Z	Wassenaar
24721	Maartense, R.	Maartense, R.				1		vrouw						
24722	Schaaf, N.P.C.	Schaaf, N.P.C.				1		man	1954	1954				
24723	Hoogendoorn, P.	Hoogendoorn, P.				34	https://rkd.nl/explore/artists/39524	man	1942-01-16T22:00:00Z	1942-01-16T22:00:00Z	Rotterdam			
24724	Broecke, van den	Broecke, Ko van den	84.62	https://data.rkd.nl/artists/12764	12764	3	https://rkd.nl/explore/artists/12762	man	1945-05-15T22:00:00Z	1945-05-15T22:00:00Z	HARLINGEN			
24727	Gravelijn, T.	Gravelijn, T.				4	https://rkd.nl/explore/artists/33430	man	1948-01-13T23:00:00Z	1948-01-13T23:00:00Z	WAALWIJK			
24728	Meijden, A.B.M. van der	Meijden, A.B.M. van der				5	https://rkd.nl/explore/artists/110682	man	1941-06-26T22:00:00Z	1941-06-26T22:00:00Z	TILBURG			
24729	Es, S.I. van	Es, S.I. van				214	https://rkd.nl/explore/artists/26611	vrouw	1927-04-12T23:00:00Z	1927-04-12T23:00:00Z	Amsterdam			
24730	MW Producties	MW Producties				1		niet van toepassing						
24735	Lohman, M.	Lohman, M.				6		man	1638	1638		1689	1689	
24736	Montebasso	Montebasso	100.0	https://data.rkd.nl/artists/57388	57388	1		man	1950-03-25T23:00:00Z	1950-03-25T23:00:00Z	Aarau			
24739	Lorrie, J.P.J.	Lorrie, J.P.J.	100.0	https://data.rkd.nl/artists/269645	269645	1	https://rkd.nl/explore/artists/269645	man	1861	1861		1944	1944	
24740	Heuvel, J.H.G.M. van den	Heuvel, J.H.G.M. van den				9	https://rkd.nl/explore/artists/38163	vrouw	1955-06-26T23:00:00Z	1955-06-26T23:00:00Z	TILBURG			
24741	Cloes, van der	Cloes, van der				1		man						
24742	Brandt, E.	Brandt, E.				66		man	1942	1942	Den Haag			
24745	Pisters, L.	Pisters, L.				2		man						
24747	Bivel, F.A.L.	Bivel, F.A.L.				1	https://rkd.nl/explore/artists/105333	man	1888-10-14	1888-10-14	PARIJS	1950	1950	
24748	Horst, G.E. ter	Horst, G.E. ter				2	https://rkd.nl/explore/artists/109653	man	1907-01-05T23:00:00Z	1907-01-05T23:00:00Z	Laren NH			
24750	Schwartze, J.G.	Schwartze, J.G.				1	https://rkd.nl/explore/artists/71498	man	1814-10-20	1814-10-20	Amsterdam	1874-08-29	1874-08-29	Amsterdam
24751	Poth, U.	Poth, U.				11	https://rkd.nl/explore/artists/64494	man	1946-06-09T22:00:00Z	1946-06-09T22:00:00Z	Kiel			
24756	Rubens, P.P.	Rubens, P.P.				36	https://rkd.nl/explore/artists/68737	man	1577-06-28	1577-06-28	Siegen	1640-05-30	1640-05-30	ANTWERPEN
24759	Pothast, H.A.	Pothast, H.A.				1	https://rkd.nl/explore/artists/332178	man	1847-08-13	1847-08-13	NIJMEGEN	1924-09-30T23:00:00Z	1924-09-30T23:00:00Z	NIJMEGEN
24760	Benoît, frère	Benoît (Frère)	81.82	https://data.rkd.nl/artists/6589	6589	104		man	1915-06-08T23:00:00Z	1915-06-08T23:00:00Z	BREDA	1996-02-23T23:00:00Z	1996-02-23T23:00:00Z	Den Haag
24762	Fröhlich, J. (1874-08-29)	Fröhlich, J. (1874-08-29)				7		man	1874-08-29	1874-08-29		1929-07-31T23:00:00Z	1929-07-31T23:00:00Z	
24764	Taub, S.J.O.G.	Taub, S.J.O.G.				1	https://rkd.nl/explore/artists/76576	vrouw	1937-12-18T23:00:00Z	1937-12-18T23:00:00Z	Rotterdam			
24765	Landsaat, H.C.	Landsaat, H.C.				46	https://rkd.nl/explore/artists/47820	man	1948-09-29T22:00:00Z	1948-09-29T22:00:00Z	Amsterdam			
24766	Colditz AG, Steingutfabrik	Colditz AG, Steingutfabrik				1		niet van toepassing	1841	1841	Colditz			
24768	Boon, J.E.M.	Boon, J.E.M.				47	https://rkd.nl/explore/artists/119082	man	1949-11-06T23:00:00Z	1949-11-06T23:00:00Z	HOORN			
24769	Reijgers, J.H.	Reijgers, J.H.				1	https://rkd.nl/explore/artists/92541	man	1767-05-01	1767-05-01	GORINCHEM	1849-03-11	1849-03-11	MIDDELBURG
24774	Kraat, C.J.	Kraat, C.J.				63	https://rkd.nl/explore/artists/46181	man	1946-09-27T22:00:00Z	1946-09-27T22:00:00Z	Rotterdam			
24779	Bak, C.J.	Bak, C.J.				4	https://rkd.nl/explore/artists/3656	man	1919-12-07T23:00:00Z	1919-12-07T23:00:00Z	DELFT			
24786	Moretto da Brescia	Moretto, Alessandro Bonvicino	100.0	https://data.rkd.nl/artists/57707	57707	1		man	1498	1498	Rovato	1554	1554	Brescia
24787	Dijk, J.C. van	Dijk, J.C. van				1		man	1874-11-14	1874-11-14		1931-07-27T23:00:00Z	1931-07-27T23:00:00Z	
24788	Groenendijk, M.G.	Groenendijk, M.G.				20	https://rkd.nl/explore/artists/33981	vrouw	1952-06-06T23:00:00Z	1952-06-06T23:00:00Z	PURMEREND			
24793	Lorm, C. de	Lorm, C. de				15	https://rkd.nl/explore/artists/50945	man	1875-07-28	1875-07-28	Den Haag	1942-01-30T22:00:00Z	1942-01-30T22:00:00Z	ERMELO
24794	Börsch, T.A.	Börsch, T.A.				1		man	1855	1855		1923	1923	
24797	Meijer, M. (1930-02-16)	Meijer, M. (1930-02-16)				3	https://rkd.nl/explore/artists/54962	man	1930-02-15T23:00:00Z	1930-02-15T23:00:00Z	Rotterdam			
24799	Pictura Imaginis	Pictura Imaginis	100.0	https://data.rkd.nl/artists/441386	441386	1		niet van toepassing						
24804	Laurent, A.	Gruenbaum, Laurent A.	60.87	https://data.rkd.nl/artists/34321	34321	3		niet van toepassing						
24810	Vieter, de la	Vieter, de la				1		man	1839	1839		1910	1910	
24812	Schalcken, G.	Schalcken, G.				6	https://rkd.nl/explore/artists/70145	man	1643	1643	MADE	1706-11-13	1706-11-13	Den Haag
24814	Lebrun, C.	Lebrun, C.				4	https://rkd.nl/explore/artists/48502	man	1619-02-24	1619-02-24	PARIJS	1690-02-12	1690-02-12	PARIJS
24817	Brouwer, G.N.	Brouwer, G.N.				102	https://rkd.nl/explore/artists/13065	man	1938-05-14T23:00:00Z	1938-05-14T23:00:00Z	SNEEK			
24818	Stoopman, P.C.M.	Stoopman, P.C.M.				1	https://rkd.nl/explore/artists/75499	vrouw	1958-09-07T23:00:00Z	1958-09-07T23:00:00Z	Rotterdam			
24819	Wehrens, P.J.H.	Wehrens, P.J.H.				19		man	1945-11-23T23:00:00Z	1945-11-23T23:00:00Z	SITTARD			
24820	Duyvis, D.G.	Duyvis, D.G.				18	https://rkd.nl/explore/artists/24672	vrouw	1886-02-17	1886-02-17	Amsterdam	1974-10-19T23:00:00Z	1974-10-19T23:00:00Z	Amsterdam
24821	Bout, J.D.	Bout, J.D.				55	https://rkd.nl/explore/artists/11566	man	1891-01-20	1891-01-20	Amsterdam	1965-10-21T23:00:00Z	1965-10-21T23:00:00Z	Amsterdam
24823	Lisser, M.	Lisser, M.				6	https://rkd.nl/explore/artists/50381	man	1955-02-23T23:00:00Z	1955-02-23T23:00:00Z	NIJMEGEN			
24825	Andreae, B.	Andreae, B.				28	https://rkd.nl/explore/artists/1725	man	1952	1952	EMMEN			
24826	Fuyt, P.	Fuyt, P.				3		man	1950	1950				
24827	Meijer, J.H.L.	Meijer, J.H.L.				5	https://rkd.nl/explore/artists/54958	man	1809-03-09	1809-03-09	Amsterdam	1866-03-31	1866-03-31	UTRECHT
24828	Witjens, A.H.	Witjens, A.H.				1	https://rkd.nl/explore/artists/85149	man	1881-04-11	1881-04-11	Den Haag	1956-12	1956-12	BUENOS AIRES
24829	Katwijk, Aardewerkfabriek	Katwijk, Aardewerkfabriek	100.0	https://data.rkd.nl/artists/337361	337361	2		niet van toepassing	1916	1916	Katwijk aan  Zee	1940	1940	Katwijk aan  Zee
24830	Bilderbeek, E.E.	Bilderbeek, E.E.				130	https://rkd.nl/explore/artists/8401	vrouw	1930-10-09T23:00:00Z	1930-10-09T23:00:00Z	Wonosobo	1996-10-04T22:00:00Z	1996-10-04T22:00:00Z	Den Haag
24839	Schönberg, R.	Schönberg, Rudolf	100.0	https://data.rkd.nl/artists/99849	99849	2	https://rkd.nl/explore/artists/99849	man	1901-03-23T23:00:00Z	1901-03-23T23:00:00Z	BRUSSEL	1944-07	1944-07	Schaarbeek
24842	Jong, L. de	Jong, L. de				156	https://rkd.nl/explore/artists/42650	man	1931-08-05T23:00:00Z	1931-08-05T23:00:00Z	Rotterdam			
24845	Vandervoort, H.T.M.	Vandervoort, H.T.M.				1	https://rkd.nl/explore/artists/79378	man	1962-04-05T23:00:00Z	1962-04-05T23:00:00Z	Leiden			
24849	Coenraad, D.	Coenraad, D.				1		man						
24852	Weerenbeck, S.M.H.	Weerenbeck, S.M.H.				68	https://rkd.nl/explore/artists/83269	vrouw	1942-11-03T23:00:00Z	1942-11-03T23:00:00Z	Wassenaar			
24854	Meijer, H.J.	Meijer, Henk (1935)	100.0	https://data.rkd.nl/artists/54941	54941	7	https://rkd.nl/explore/artists/54941	man	1935-12-14T23:00:00Z	1935-12-14T23:00:00Z	Amsterdam			
24856	Montjoye	Montjoye	100.0	https://data.rkd.nl/artists/310467	310467	1		man						
24860	Wit, J.P.C.M. de	Wit, J.P.C.M. de				4	https://rkd.nl/explore/artists/85096	man	1952-05-01T23:00:00Z	1952-05-01T23:00:00Z	EINDHOVEN			
24861	Boomsma, C.	Boomsma, C.				11		vrouw	1944	1944				
24863	Sins, A.C.	Sins, A.C.				3	https://rkd.nl/explore/artists/72825	vrouw	1928-12-10T23:00:00Z	1928-12-10T23:00:00Z	Wonseradeel			
24867	Hogerwaard, R.	Hogerwaard, R.				1		man						
24868	Kessel, J.M. van	Kessel, J.M. van				2	https://rkd.nl/explore/artists/44095	man	1933-04-16T23:00:00Z	1933-04-16T23:00:00Z	DEN BOSCH			
24870	Mulder, H.P.	Mulder, H.P.				123	https://rkd.nl/explore/artists/58223	man	1926-05-06T23:00:00Z	1926-05-06T23:00:00Z	Haarlem			
24873	Ritsema, J.C.	Ritsema, J.C.				2	https://rkd.nl/explore/artists/89870	man	1869-06-10	1869-06-10	Haarlem	1943-12-14T23:00:00Z	1943-12-14T23:00:00Z	Laren NH
24874	Oeconomo, A.	Oeconomo, A.				1		man	1821	1821	WENEN	1887-01-31	1887-01-31	ATHENE
24876	Hartzema, R.	Hartzema, R.				1	https://rkd.nl/explore/artists/36321	man	1946-03-13T23:00:00Z	1946-03-13T23:00:00Z	Amsterdam			
24877	Ponsioen, J.B.	Ponsioen, J.B.				1		man	1900-07-24T23:00:00Z	1900-07-24T23:00:00Z	NIJMEGEN	1969	1969	
24879	Simonis, D.	Simonis, D.				16	https://rkd.nl/explore/artists/109182	man	1947-09-27T22:00:00Z	1947-09-27T22:00:00Z	Amsterdam			
24880	Dukker, H.	Dukker, H.				1		man	1945	1945	DELFT			
24883	Kulche, August Wilhelm	Kulche, Gust	100.0	https://data.rkd.nl/artists/46861	46861	1	https://rkd.nl/explore/artists/46861	man	1894-10-01	1894-10-01	Rotterdam	1988	1988	Vlezenbeek
24886	Beek, M.E. van	Beek, Bert van	100.0	https://data.rkd.nl/artists/5609	5609	42	https://rkd.nl/explore/artists/5609	man	1946-04-02T23:00:00Z	1946-04-02T23:00:00Z	Rotterdam			
24889	Strien, E. van	Strien, E. van				78	https://rkd.nl/explore/artists/75730	vrouw	1949-01-06T23:00:00Z	1949-01-06T23:00:00Z	Rijk			
24895	Marek, J.	Marek, J.				1		man						
24896	Verheij, Anton	Verheij, Anton	100.0	https://data.rkd.nl/artists/80322	80322	25	https://rkd.nl/explore/artists/80322	man	1938-04-18T23:00:00Z	1938-04-18T23:00:00Z	Reeuwijk			
24897	Schildmeijer, W.R.	Schildmeyer, Wim Rudolf	100.0	https://data.rkd.nl/artists/70501	70501	18	https://rkd.nl/explore/artists/70501	man	1943-12-04T23:00:00Z	1943-12-04T23:00:00Z	Amsterdam	1989-05-14T22:00:00Z	1989-05-14T22:00:00Z	
24901	Hoogstra, A.	Hoogstra, A.	100.0	https://data.rkd.nl/artists/39577	39577	50		onbekend						
24902	Kley, L.	Kley, L.				1	https://rkd.nl/explore/artists/212038	man	1833-03-17	1833-03-17	PARIJS	1899		
24904	Boomkamp, J.F.J.	Boomkamp, J.F.J.				17	https://rkd.nl/explore/artists/10542	man	1953-01-06T23:00:00Z	1953-01-06T23:00:00Z	HENGELO			
24911	Wassenaar, A.E.	Wassenaar, A.E.				10	https://rkd.nl/explore/artists/82961	man	1946-05-17T22:00:00Z	1946-05-17T22:00:00Z	FRANEKER			
24912	Bogerd, J.	Bogerd, J.				193		man	1947	1948				
24917	Stroosma, J. (1928-11-16)	Stroosma, J. (1928-11-16)				20	https://rkd.nl/explore/artists/75810	man	1928-11-15T23:00:00Z	1928-11-15T23:00:00Z	LEEUWARDEN	1983-05-02T22:00:00Z	1983-05-02T22:00:00Z	LEEUWARDEN
24918	Ziem, F.F.G.P.	Ziem, F.F.G.P.				4	https://rkd.nl/explore/artists/86371	man	1821-02-26	1821-02-26	Beaune	1911-11-09T23:00:00Z	1911-11-09T23:00:00Z	PARIJS
24919	Ailion, C.	Ailion, C.				2		man	1896	1896	Kobe	1969	1969	Kobe
24920	Tijen, R. van	Tijen, R. van				18		man	1932	1932	Rotterdam			
24923	Velde, T.K. te	Velde, T.K. te				5	https://rkd.nl/explore/artists/79788	man	1943-04-09T22:00:00Z	1943-04-09T22:00:00Z	ZWOLLE			
