term,use_count,N
Oliehuis,1,1
Uithangborden,76,1
Geschilderd behangsel,70,1
Attractiepark,7,1
zeemagazijn,7,1
Vernis,42,1
Uitbreidingsplan,86,1
Fundatie,128,1
Oelebord,127,1
volkstuin,31,1
Metselaarsteken,1,1
Stadsplattegrond,180,1
Lucht,5,1
Verzekeringsbank,3,1
Kerkrekening,8,1
Jacobijnen,2,1
Kerkdeur,23,1
Perceelsnaam,4,1
Biscuitfabriek,3,1
conservenfabriek,10,1
Runeteken,6,1
hospitaal,73,1
Straatklinker,1,1
Galerij,2,1
tiendenpaal,1,1
Stijlkamer,29,1
huiszittenhuis,10,1
Stedebouw,805,1
Gebouw van de Hoge Raad,2,1
aula,105,1
Ensemble,16,1
Recht van windvang,6,1
Maat,39,1
draaiorgel,4,1
Altaarstuk,48,1
Plataan,2,1
Restauratiekosten,5,1
Klokkenmaker,11,1
Walvisvaart,10,1
Industriewijk,6,1
Erfpacht,5,1
Stuktuurplan,32,1
Lakkabinet,8,1
Gerechtspaal,2,1
Zandkasteel,4,1
orgelkas,211,1
Wet op de Stadsvernieuwing,10,1
beerput,61,1
Vroedschap,7,1
Cisterciënzers,52,1
Ringdorp,1,1
Woningwet 1901,8,1
openluchtschool,70,1
refter,43,1
Schimmel,151,1
Veenlandschap,17,1
Turfwinning,53,1
Strategisch plan,8,1
Beleidsplan,1,1
Belvedere (gebouw),21,1
trekvaart,25,1
turfvaart,6,1
Tiendrecht,1,1
Verkeersknooppunt,2,1
Knooppunt,3,1
Gasvoorziening,6,1
Cisterciënzerinnen,14,1
Stadsbouwmeester,5,1
spieker,37,1
Balklaag,74,1
Morgenboek,1,1
Verffabriek,26,1
Notariskantoor,3,1
Verbouwing,368,1
herenhuis,934,1
Fabrieksdorp,6,1
perronoverkapping,50,1
Mecenaat,14,1
Polychromie,292,1
Bronsgieter,2,1
uitgeverij,24,1
Melkfabriek,60,1
Locomotiefloods,10,1
lyceum,56,1
modelboerderij,116,1
Grafboek,8,1
leprozenhuis,19,1
Orgelmakerij,11,1
weegbrug,14,1
weeghuisje,9,1
Tramlijn,29,1
Hotel restaurant,18,1
Houten grafmonument,1,1
Luchtbehandeling,6,1
dokterswoning,34,1
Romaanse beeldhouwkunst,15,1
Muziek en architectuur,1,1
rechtbank,48,1
Koepelgraf,1,1
Terra sigillata,325,1
Pottenbakkersoven,6,1
Begijnen,12,1
Ozendrop,2,1
Lakennijverheid,14,1
Miniatuurkunst,4,1
Schilderkunst,596,1
ambassade,91,1
Landmaat,4,1
Kruiswegstatie,14,1
grafkapel,67,1
Eigendomsrecht,22,1
Spinnewiel,3,1
Woonerf,9,1
Houten kerk,14,1
kacheltegel,1,1
Boktor,11,1
Houtworm,21,1
Germaanse kunst,5,1
Zonnewagen,1,1
Sanering,49,1
baptisterium,3,1
Stadsrekening,47,1
Archiefinventaris,241,1
Palleres,1,1
pergola,15,1
Terras,44,1
theetuin,2,1
Leidekker,5,1
Stelphoeve,12,1
standerdmolen,4,1
Rentmeestershuis,13,1
Nationaal monument,23,1
tingieterij,1,1
Rectorshuis,3,1
Herenlogement,11,1
Vandalisme,29,1
Cijnshoeve,1,1
Putbeeld,2,1
Tingieter,7,1
Charter van Amsterdam,4,1
Dodenlantaarn,5,1
Stavkerk,1,1
Goudsmid,24,1
molenhuis,1,1
Sarcofaag,4,1
Minuutplan,2,1
Edelsmid,7,1
grafteken,37,1
Anamorfose,1,1
stoepbank,3,1
Kruisheren,10,1
Chinese tuin,8,1
dolhuis,8,1
Stijfselfabriek,3,1
Tabula Peutingeriana,11,1
schelpengrot,49,1
Vikingschip,1,1
waterwerken,149,1
Zakkendragersgilde,7,1
Zerken,77,1
Tegelornament,7,1
Goudsmeedkunst,37,1
Kerkraam,184,1
Planningsgeschiedenis,1,1
Mobiele architectuur,1,1
Bolwoning,1,1
Diamantindustrie,141,1
winkelgalerij,51,1
Bisschoppelijk kasteel,3,1
Landbouwgeschiedenis,37,1
Graanteelt,6,1
getijmolen,2,1
Fabrieksambt,1,1
Stadstimmerman,2,1
Modernisering,13,1
sluisdeur,69,1
Glazen kap,9,1
Tuinprieel,11,1
Bindmiddel,1,1
Ornamentiek,13,1
Waterglas,3,1
Ontkalking,1,1
Bouwtoezicht,8,1
Keurblok,2,1
Keurtuin,2,1
lagere school,99,1
Staalconstructie,60,1
Hulpsecretarie,1,1
Draairichting,6,1
smuiger,3,1
Kerkhek,2,1
linie,92,1
consistoriekamer,40,1
esdorpenlandschap,6,1
Bouwtechnisch onderzoek,30,1
Voeg,11,1
Mandenmakersgilde,1,1
Kunstmuseum,2,1
Monumentenregister,15,1
wachthuisje,26,1
Landelijke monumentenzorg,20,1
Lasertechnologie,9,1
atelier,85,1
Kooikershuis,6,1
Oudemannen- en vrouwenhuis,23,1
Kruisgebouw,27,1
Schoolmeestershuis,6,1
Kunstbescherming,44,1
Dijkdoorbraak,28,1
Kerkmeesterskamer,2,1
filtergebouw,12,1
Aanjaagstation,1,1
Stadsplan,17,1
gezondheidskolonie,5,1
Bloembollencultuur,5,1
bollenschuur,114,1
badpaviljoen,44,1
Dagbladgebouw,4,1
administratiegebouw,9,1
Spoorweggebouw,108,1
Bierstekerij,1,1
Bierstal,2,1
Tichelwerk,5,1
universiteitsgebouw,169,1
Voetveer,7,1
veerpont,25,1
Vervening,19,1
Inundatie,16,1
Societeitsgebouw,15,1
Textielhandel,6,1
Grootwinkelbedrijf,2,1
kledingwinkel,10,1
Landrecht,3,1
internaat,64,1
katholieke begraafplaats,8,1
Kamer van Koophandel en Fabrieken,8,1
bouwoffer,1,1
veldkapel,20,1
calvarieberg,37,1
Grafsymbool,5,1
Verzetsmonument,9,1
Kwekerij,83,1
grafplaat,14,1
theehuisje,4,1
Vijzelen,5,1
Expertsysteem,1,1
informatiesysteem,8,1
mijnwerkerswoning,41,1
Pleisterplaats,1,1
galgeberg,7,1
stationsoverkapping,13,1
Pilgrimfathers,3,1
menagerie,8,1
Dijkrecht,9,1
Bebouwing,34,1
diamantslijperij,6,1
Islamitische tuin,4,1
hallekerk,29,1
Gouvernementsgebouw,22,1
Boomkwekerij,5,1
Geïllustreerde Beschrijving,19,1
monumentenbescherming,618,1
Bouwgeometrie,1,1
Opmeting,36,1
luchtwachttoren,41,1
Armenschool,2,1
Vloedlokaal,1,1
Meubelfabriek,14,1
Wijnhandel,6,1
Wijnpakhuis,2,1
bejaardenwoning,19,1
Textielatelier,1,1
Borduuratelier,1,1
Stadssanering,10,1
Krotwoning,5,1
Landschapsplan,3,1
Voordeur,100,1
Vuurwerkfabriek,1,1
dakpannenfabriek,24,1
Zitmeubilair,1,1
hijskraan,5,1
Loodgieter,6,1
portierswoning,36,1
tapperij,4,1
Gedenkzuil,3,1
rusthuis,13,1
Melkhuisje,5,1
Radiocentrale,2,1
Bedelaarskolonie,2,1
Picturesque,8,1
Schilderachtigheid,2,1
Kunsttheorie,19,1
Esthetiek,30,1
Meelfabriek,130,1
Blauwselmakerij,1,1
schuilplaats,11,1
Stoomweverij,7,1
Weverij,111,1
Opslag,68,1
lunchroom,1,1
Aardewerkindustrie,16,1
ambachtshuis,15,1
schuurmiddel,1,1
Sikkelspant,1,1
Voorbeeldplan,3,1
Legende,1,1
Bekladding,1,1
Koeiehuid,3,1
Mergel,1,1
IJsstadion,2,1
Stormvloed,5,1
Boothuis,14,1
Restauratiebeleid,16,1
Bindbalk,2,1
veerhuis,50,1
Slingerproef,1,1
Stadsfabriek,3,1
Metselaar,29,1
Rietdekker,120,1
vuurbaak,5,1
Wildeman,6,1
kapittelkerk,5,1
Urn,16,1
Romeinse weg,19,1
vinkenbaan,9,1
Formaat,2,1
Bouwrekening,28,1
Transeptvenster,1,1
roepsteen,2,1
Kerkpui,1,1
Hagioscoop,9,1
Bouwvoorschrift,27,1
Leeuw,49,1
Verzekering,13,1
Zilvermerk,19,1
Vensterkorf,1,1
Brandplaatje,4,1
Meisenier,1,1
Rietdekken,308,1
Vestbrief,1,1
Decoratie,121,1
Lakwerk,23,1
krankzinnigengesticht,50,1
waterburcht,9,1
Fundament,33,1
Onderhoudssubsidie,1,1
Israëlitische begraafplaats,122,1
Knotwilg,4,1
brugwachterswoning,41,1
Monumentenregistratie,10,1
Luiklok,10,1
Provenierskamer,1,1
onderwijzerswoning,57,1
Kloveniersgilde,3,1
Bisschoppelijk paleis,42,1
Postroute,1,1
Stadsbeheer,1,1
Werkgelegenheid,6,1
Verduurzaming,21,1
Bedrijfspark,2,1
Tafelblad,16,1
Geelgieter,6,1
Likeurfabriek,4,1
Likeurindustrie,1,1
Gaper,14,1
Jacoba-kan,1,1
Filteerkast,1,1
Rune,2,1
wegkapel,41,1
Woonhuisverbetering,2,1
Plateel,2,1
Waterstaatsstijl,1,1
priorij,17,1
Kleur in de architectuur,63,1
Paardenstal,121,1
Tapijtnijverheid,3,1
Raamspant,2,1
hagelkruis,9,1
Regentenkamer,48,1
Meesterstuk,3,1
winkelpassage,9,1
Radiozender,89,1
Stadsbeeld,50,1
behoud,71,1
Goederenbezit,3,1
Plateelbakkerij,13,1
oorlogsgraf,2,1
Melkbedrijf,14,1
Verzakking,26,1
Schuimbeton,2,1
Roltrap,19,1
Kasseiweg,1,1
kassei,4,1
Kinderkop,1,1
BONAS,1,1
Spinnerij,25,1
Brandvertraging,7,1
Jaarring,7,1
Siliconenhars,21,1
Gevelbescherming,6,1
Molenmaker,84,1
Restauratie-ethiek,61,1
Dienstbodenhuis,4,1
Franciscanessen,15,1
IJshut,2,1
Bouwtechnische kwaliteit,11,1
Tapijtkunst,17,1
Kandijfabriek,1,1
Suikerraffinaderij,7,1
Verzorgingshuis,81,1
Syeniet,2,1
Funderingstechniek,12,1
Cultuurbescherming,8,1
Steunpuntennetwerk,15,1
Notweg,2,1
Eerstesteenlegging,27,1
Afgraving,19,1
Kerkbank,207,1
Uithangtekens,24,1
dwarshuisboerderij,189,1
Verzelfstandiging,1,1
Kleuronderzoek,1852,1
Ontwatering,13,1
Molenmakerij,25,1
Hotel cafe,2,1
Loodwit-industrie,10,1
Gietbouw,5,1
Eikenbos,1,1
Cisterciënzer bouwkunst,78,1
Windkorenmolen,5,1
nutsgebouw,13,1
Dijkhuis,42,1
Voorhal,7,1
Tuinmeubilair,6,1
Burgemeesterskamer,20,1
Burgemeestershuis,5,1
Groepsportret,4,1
Blauwselmolen,1,1
Geschilderd behang,30,1
Galgeveld,3,1
Redemptoristen,14,1
Lokale geschiedenis,90,1
Graanpakhuis,13,1
Egyptische tempel,1,1
Loterij,2,1
Fonds,6,1
Boerenbedrijf,31,1
Gewelfconstructie,19,1
Draaibeslag,1,1
Nonnengalerij,5,1
kloosterkapel,53,1
Vijf kerken-plan,1,1
Bedevaart,18,1
schachtbok,2,1
Pijpmaker,5,1
Richtpad,1,1
Glazenmaker,9,1
Posthuis,5,1
Franciscanen,11,1
Tiende,1,1
Norbertijnen,13,1
dijkverbetering,1,1
Gebroken dak,1,1
Bliksemafleider,8,1
Pijler,122,1
Rechtspraak,16,1
Romeinse straat,1,1
Schelpenkapel,1,1
Hanzestad,17,1
Provinciale waterstaat,3,1
Boekband,5,1
Pandenbank,1,1
Tymmeringhe,1,1
Delf,1,1
Onteigening,1,1
Kruisbroeders,3,1
Grand tour,4,1
Parkbeheer,3,1
Druivenkas,191,1
Patriciershuis,43,1
Nieuwe Haagse School,1,1
Ronde kerk,3,1
Parterre d'eau,1,1
Majestas Domini,1,1
Bokaal,3,1
Kokosnootbokaal,1,1
Heiwerk,3,1
Rokerij,6,1
International style,5,1
Windenergie,11,1
Kerkkruis,1,1
Glasblazer,4,1
Rolwipbrug,1,1
Kluizenares,1,1
muurtoren,41,1
Benedictijnen,26,1
waterrad,7,1
Het Huis ter Heide,1,1
kartonfabriek,13,1
Polonceauspant,10,1
Hut,10,1
Meetroede,1,1
Timmermanswerk,22,1
Ossehuid,1,1
Zeemeermin,4,1
Hijsmachine,1,1
Klokgieter,2,1
Spreekwoord,7,1
Bladkapiteel,2,1
Batterij,30,1
Vikingen,292,1
Steenverwering,12,1
Tinnegieter,2,1
Messenmaker,2,1
Cellezusters,2,1
Triptiek,16,1
huisorgel,23,1
Heiwerktuig,2,1
Loopbrug,52,1
Gasverlichting,12,1
Rechtsaanspraak,1,1
wintertuinen,84,1
Rijschool,6,1
Lichtkoepel,52,1
Trappenhuis,796,1
Prix de Rome,8,1
Kerkenbouw,25,1
pier,20,1
Schutterszilver,100,1
Urbanistiek,1,1
Majoortje,1,1
Oosting,5,1
Bakkersoven,1,1
banpaal,24,1
Orkaan,3,1
Bouwbeeldhouwwerk,32,1
Bouwceramiek,9,1
Provinciaal-archief,5,1
Karthuizers,1,1
plaveisel,15,1
Remonstranten,8,1
gieterij,26,1
Blauwe hardsteen,4,1
Betonrot,10,1
Stadsboerderij,62,1
Zevende eeuw,1,1
Erepoort,4,1
Authenticiteit,216,1
Grootgrondbezit,7,1
jachthuis,99,1
Metselverband,55,1
Impregnering,13,1
Stadsas,1,1
bastion,112,1
Bomvrije kazerne,2,1
Vestingbouwkundige,8,1
Stadswijk,109,1
hallehuisboerderij,138,1
Pelgrimsinsigne,6,1
huishoudschool,12,1
Vakantiehuis,25,1
Kinderhuis,14,1
Restauratieschilder,5,1
Woonhuiscomplex,6,1
kloostergang,89,1
broodfabriek,10,1
Steenversteviging,8,1
Monumentenbeurs,2,1
Grutmolen,27,1
karnmolen,201,1
verfmolen,3,1
Buskruitmolen,12,1
brievenbus,27,1
Oliefabriek,8,1
Olieslagerij,51,1
balkons,196,1
Rijksbureau voor de Monumentenzorg,1,1
langgevelboerderij,3,1
sterrenwacht,83,1
achterhuis,61,1
Oxaal,4,1
Dorpsherstel,3,1
Brandveiligheid,40,1
Gewelfsleutel,2,1
Tongewelf,302,1
Vlinderplattegrond,13,1
Landinrichtingswet,2,1
Herverkaveling,9,1
PTT,3,1
Dadaisme,9,1
Studentenhuisvesting,65,1
Glasgraveur,3,1
Oorkondenboek,30,1
Nationaal landschapspark,4,1
Molenerf,3,1
Scheurvorming,95,1
Houtsingel,6,1
Strowand,8,1
Steenkoperij,2,1
Westtoren,12,1
klokhuis,15,1
veenbrug,1,1
Leprozerij,2,1
Bouwvergunning,6,1
Borstbeeld,3,1
Dorpsplattegrond,3,1
Arts and Crafts,20,1
Hugenoten,2,1
Monumentenbeheer,10,1
Zilverfabriek,10,1
Cisterne,17,1
Perpendicular Style,2,1
ridderhofstede,18,1
Piroen,2,1
Syter,4,1
Vuurwerk,3,1
telefooncel,14,1
Charter van Brussel,1,1
Reisbeschrijving,23,1
Kunststeen,1,1
Vluchtberg,8,1
Erfgooiers,14,1
Zaalhuis,7,1
Pannehuis,6,1
Heilige,55,1
Raad voor de Stedebouw,1,1
Grond,11,1
Bewegwijzering,16,1
Brinkdorp,3,1
tiendschuur,21,1
Volkskunst,63,1
Loopgang,2,1
Apsis,22,1
Tekenschool,21,1
Monumentenlijst,71,1
Stucadoorsgotiek,6,1
Veilinghuis,12,1
Theosofentempel,1,1
Gehandicapten,6,1
Toegankelijkheid,24,1
Koepelconstructie,4,1
verstijfde staafboogbrug,1,1
Zendergebouw,4,1
IJspakhuis,2,1
Nokvorstpan,11,1
Topografisch-historische atlas,5,1
Beeldmateriaal,10,1
brouwerij,207,1
Porseleinfabriek,16,1
Arbeidsomstandigheden,18,1
Vrijmetselarij,21,1
Marinewerf,16,1
noodwoning,47,1
schuilkelder,16,1
Romantiek,38,1
Gevelreclame,17,1
Smeedstaal,1,1
Vloei-ijzer,1,1
Vloeistaal,1,1
Wierdenlandschap,15,1
Spouwmuur,12,1
Wet op de Stads- en Dorpsvernieuwing,2,1
limietpaal,2,1
Monogram,7,1
Orgelfront,4,1
Boerderijnaam,1,1
Invularchitectuur,5,1
Schaalbeheersing,1,1
Walvisrib,3,1
Gebouwde omgeving,1,1
Topografie,19,1
Funderingsmuur,3,1
Balkdrager,2,1
Plantengroei,6,1
Loodwit,2,1
Titaanzink,3,1
Chocolaadmolen,1,1
conservatorium,11,1
Bouwmaatschappij,4,1
koffiebranderij,21,1
lakfabriek,1,1
molenaarshuis,187,1
Molenaarskar,1,1
Moutmolen,19,1
Stoomzagerij,1,1
Vissershut,2,1
Windgeld,1,1
Urbanisatie,79,1
Beschilderd behangsel,56,1
Opstand,4,1
Arboretum,69,1
Bloemisterij,4,1
Steenfabricage,2,1
Pottenbakker,10,1
Architectuuropleiding,12,1
Garancine-industrie,1,1
Metaalfabriek,11,1
HBS,76,1
Lichtschip,6,1
Lichtplatform,1,1
Burgemeesterswoning,17,1
admiraliteitsgebouw,11,1
muziekschool,12,1
verkeerslicht,2,1
Voorlopige Lijst,9,1
Tekstbord,99,1
Dijkgraaf,3,1
Raadzaal,159,1
Laser,20,1
Schaalvergroting,3,1
droogdok,2,1
Stadskraan,5,1
Bomvrije toren,1,1
Bomvrij wachthuis,1,1
Rots,4,1
Koorgestoelte,13,1
Centrale verwarming,9,1
Zomerhuisje,37,1
Omgeving,107,1
wandbekleding,317,1
Turkse knoop,1,1
Alg,18,1
Religieus park,3,1
Collectie,23,1
bewaarschool,7,1
Gestichten,88,1
Steenkolenmijn,9,1
Kunstharsfabriek,1,1
tribune,62,1
Dijkstoelhuis,1,1
Lijstgevelbeëindiging,1,1
Dakkapel,235,1
Dakhuis,2,1
hijsbalk,34,1
Gierzwaluw,4,1
Pelgrimstocht,1,1
Codificatie,1,1
Sarrieshut,12,1
paltrokmolen,10,1
klokkenstoelen,2,1
Klopjeswoning,2,1
Pijpekrabber,1,1
Stiftshuis,88,1
Restauratie-ambacht,30,1
Abdijschuur,2,1
Accoladebouwnaad,2,1
bouwheer,10,1
Houtzaagindustrie,2,1
Regenwaterbak,3,1
Timmermansmerk,1,1
Vogelgat,3,1
Marine-architectuur,14,1
Metro,16,1
Parkeerplaats,21,1
Haveschot,1,1
Gewest,2,1
Lakenhuis,1,1
Organist,8,1
Terminologie,49,1
Kerkschip,10,1
Communiebank,56,1
Historische kern,250,1
omwalling,10,1
Hijsrad,24,1
cichoreifabriek,4,1
waterkering,12,1
Toilet,6,1
meten,10,1
Werelderfgoedlijst,212,1
kuuroord,23,1
Bad,21,1
Waterkamer,2,1
Ziekenfonds,1,1
Oliemagazijn,1,1
educatie,126,1
Hekpaal,9,1
gedenknaald,49,1
Bochtscharnier,1,1
Suikerfabriek,74,1
Historiserend bouwen,11,1
gemeentelijk monumentenbeleid,1,1
drogisterij,2,1
Wenteltrap,40,1
Parket,14,1
Lampenfabriek,2,1
Timmermansgilde,2,1
Dijknaam,1,1
Zilversmeedkunst,17,1
Vloeiweide,2,1
Bevloeiingssysteem,3,1
brandspuithuisje,13,1
Olieraffinaderij,6,1
stookhok,128,1
Torenbekroning,26,1
doopkapel,57,1
blauwselfabriek,1,1
Stoomgarenfabriek,1,1
knekelhuis,7,1
Weermuur,3,1
Aardappelmeelfabriek,13,1
processieparken,129,1
Devotietuin,1,1
Muuruitslag,5,1
Niet-destructief onderzoek,149,1
Strokartonfabriek,89,1
Voorzetraam,12,1
Stadsarchitect,49,1
Raadkamer,5,1
Klompenfabriek,3,1
Bloementent,1,1
Lichtkroon,5,1
Trammaatschappij,6,1
Asfalt,9,1
Stadslandschap,21,1
Wasfabriek,2,1
Arbeiderswijk,20,1
Houtteelt,1,1
Sanitair,37,1
Straatring,1,1
keersluis,30,1
Arabesk,11,1
Schepenzaal,14,1
Vrijheidsboom,1,1
Kunstgenootschap,8,1
Toiletkoker,1,1
Omroep,21,1
Koloniewoning,96,1
Bunder,2,1
Migratie,115,1
Grondeigendom,6,1
Steenbewerking,143,1
Glasoven,1,1
Monumentenverordening,7,1
Imitatie,1,1
Beschermd stadsgezicht,140,1
Beroep,8,1
Bemaling,22,1
Tiendboek,1,1
Gildebeker,4,1
Rouwkas,3,1
Zaalbouw,4,1
Zoutfabriek,2,1
jacht,15,1
waterradmolen,109,1
Orgelluik,37,1
Caisson,14,1
Baksteenarchitectuur,33,1
Klokluiden,3,1
Tuinklok,1,1
Hazepan,1,1
Spinde,1,1
Broederschap,21,1
Vernieling,29,1
Visschuur,1,1
zegelstempel,2,1
zeewering,24,1
Herenbank,140,1
Hallenkerk,62,1
Klokkenhuis,7,1
doophek,7,1
Batiknijverheid,1,1
cultureel centrum,44,1
atelierwoning,31,1
Kustlocatie,5,1
Tussenbalkjuk,1,1
Stergebint,1,1
Overstek,19,1
Boogstelling,15,1
Kruisverband,2,1
Plat dak,10,1
Paneeldeur,71,1
Deurenfabriek,1,1
tuinwallen,8,1
transept,180,1
kruisbasiliek,309,1
Eenkamerwoning,2,1
Bedsteewand,39,1
Huisvesting,17,1
Vogelpoep,7,1
Deurklopper,9,1
Bruidskist,2,1
Keurteken,1,1
Lossingteken,1,1
Calvarie,12,1
muntgebouw,1,1
hangbrug,6,1
Verkaveling,101,1
Makelaarskantoor,4,1
Donderbezem,3,1
Bouwschade,21,1
scheprad,2,1
Beeldenstorm,9,1
bedrijfsgebouw,73,1
Oegstgeester dakpan,4,1
Pannenbakkerij,5,1
Zwaan,7,1
Loofhout,3,1
Beemd,2,1
Kadasterkaart,1,1
Monumentalisme,1,1
Restauratiestatuut,2,1
Marmerimitatie,146,1
kringstelling,1,1
Horeca,85,1
Schoenenmagazijn,5,1
jaagpad,20,1
voetpad,18,1
Molenwiek,3,1
Wieksysteem,13,1
Wijnkelder,12,1
Zoutwinning,44,1
IJzermolen,2,1
Bedrijfsarchief,18,1
Historisch centrum,11,1
Verdedigingslinie,81,1
steenplaats,2,1
Rel,1,1
Molenrecht,1,1
Databank,16,1
Muraltmuur,2,1
Declaratie van Sofia,1,1
Leengoed,17,1
Winterhuis,1,1
Stoomwasserij,13,1
pensionaat,16,1
Theeplantage,2,1
Architectonisch ontwerp,1,1
Beursgebouw,52,1
Jupiterzuil,1,1
Kolfbaan,6,1
Bedstee,47,1
turkse tent,1,1
Zwartkate,1,1
Stadsversiering,1,1
doopbekken,1,2
Begrafenisschild,5,1
Gerechtshof,32,1
Tabernakeldeur,2,1
Beeldsnijder,14,1
Kunsthandel,152,1
Buskruitmagazijn,4,1
Redoute,2,1
barbacane,1,1
Schor,2,1
Grondgebruik,18,1
waterloop,10,1
Bodemkaart,1,1
Landmeetkunde,12,1
Pauw,3,1
tuibrug,6,1
Begraven in de kerk,7,1
Psalmbord,1,1
Kustwal,1,1
Leembouw,29,1
Tapijtfabriek,13,1
zouttoren,1,1
Waaierdeursluis,6,1
Dijkbouw,7,1
Havenarchitectuur,6,1
kruisgang,19,1
Hernhutter,12,1
Regelgeving,31,1
Drieluik,37,1
voorlichting,94,1
windwatermolen,5,1
Onroerend goed,13,1
Tekenacademie,20,1
Walmuur,58,1
Kruissteen,2,1
Bouwkundig onderwijs,7,1
Tekenonderwijs,16,1
kademuur,6,1
Fabrieksbouw,25,1
casino,28,1
berm,6,1
Prijs,26,1
Architectuurinstituut,8,1
Paleografie,17,1
Voorschrift,9,1
Toponiem,17,1
tentoonstellingsgebouw,49,1
potstal,22,1
molenbiotoop,23,1
Symbolisme,20,1
Bestuursgeschiedenis,44,1
BNA,1,1
Poppenspel,1,1
offerbus,3,1
Smeedwerk,90,1
inundatiesluis,7,1
grafkruis,37,1
Waterkrachtcentrale,12,1
kaaspakhuis,45,1
monitoring,50,1
Vuurleidingskoepel,1,1
Middenstand,5,1
Knipvoeg,1,1
doorlaatbrug,3,1
Sociale status,25,1
Latrine,17,1
Landverlies,3,1
Travertijn,1,1
dakruiter,291,1
Volkswoningbouw,110,1
Beeldkwaliteit,3,1
stadspaleizen,33,1
Exotische architectuur,1,1
Stadsregio,4,1
Tiende eeuw,1,1
Historische binnenstad,43,1
Portiekwoning,25,1
Palmpasen,1,1
Valkengeld,1,1
Schuilkapel,7,1
Stedelijke ruimte,14,1
Bouw- en Woningtoezicht,4,1
Tapijtschildering,38,1
monumenteninventarisatie,502,1
Tabaksboerderij,27,1
Karolingische bouwstijl,22,1
koeltoren,12,1
Tuinbouwschool,3,1
Tempeliers,8,1
Leefmilieu,4,1
benzinepomp,3,1
steenhuis,11,1
Menhir,3,1
Amerikaanse invloed,11,1
Paardenknechtwoning,1,1
Koorhekbekroning,1,1
Spreeuwenpot,6,1
Jacobakannetje,1,1
Boogconstructie,11,1
Kabinet,34,1
wachtkamer,21,1
kloosterboerderij,6,1
Dombauhütte,8,1
Tranchotkaart,2,1
Bakoven,24,1
Draadfabriek,1,1
aanplakzuil,4,1
Leesmuseum,1,1
Deuromlijsting,73,1
Houten paneel,6,1
Wandbeschildering,3,1
Vogel,45,1
Portrettekening,3,1
Artilleriestal,1,1
koloniehuis,1,1
Loodswezen,2,1
Rondboog,37,1
Gerechtigheidstafereel,1,1
Vloerbedekking,208,1
Plaatmateriaal,14,1
Kozak,2,1
Stellingkorenmolen,9,1
Smid,16,1
Registratie,39,1
IJshuis,2,1
Sierplant,2,1
heg,21,1
Kruipruimte,11,1
aalmoezeniershuis,12,1
Economisch beleid,11,1
Encaustiek,1,1
Schildertechniek,248,1
Franse tijd,21,1
Koorschildering,19,1
Relikwie,15,1
Kippenhok,76,1
Strenge Renaissance-stijl,1,1
Architectuurfilosofie,28,1
Militaire bouwkunst,77,1
Landschapsbeleid,23,1
Bodemverontreiniging,18,1
Leeuwenburch,1,1
Melksuikerfabriek,1,1
observatorium,7,1
triomfboog,17,1
Augustijnen,18,1
Tabaksteelt,11,1
Overrijp,1,1
Farmacie,7,1
Gevelversiering,91,1
Roet,5,1
Dakvenster,7,1
Tijdrekening,9,1
Bouwfysica,30,1
Perceelvorm,1,1
hekpijler,2,1
putdeksel,7,1
Dagkant,11,1
Houtrot,14,1
Gevelaansluiting,2,1
Gemeenschappelijk erfgoed,75,1
Wolindustrie,5,1
Demping,75,1
Trompe-l'oeil,44,1
Dorpsgeschiedenis,112,1
Rederij,40,1
Donderhuisje,1,1
Kerkbouw,66,1
Stuwdam,2,1
Uitzichttoren,1,1
Steenwerf,1,1
Altaaropstand,4,1
Regenbak,4,1
spuisluis,33,1
Pijpenindustrie,4,1
Beslagstuk,1,1
Gistfabriek,5,1
Spiritusfabriek,4,1
Brandkuil,4,1
Glint,1,1
Vijfde eeuw,1,1
Bergbouw,2,1
Astronomisch uurwerk,2,1
Kerstvoorstelling,9,1
Portretschilder,5,1
Laatste oordeel,40,1
Gebouw,173,1
motte,36,1
Bouwornament,6,1
Steenhouwerij,38,1
Streekplan,19,1
Dominicaner bouwkunst,6,1
Torenhelm,1,1
Gildeproef,4,1
Naoorlogse woningbouw,81,1
Gewelfbeschildering,23,1
Palissade,1,1
Houtsnijkunst,28,1
flat,1,1
Edelsmeedkunst,187,1
tocht,3,1
Spreng,13,1
Engelse stijl,11,1
Dwarshuis,13,1
Pijpenmakerij,5,1
Mennisten,7,1
Premonstratenzer bouwkunst,16,1
Lintbebouwing,30,1
Lantaarnconsole,4,1
Iconografie,124,1
Duivenslagpoort,3,1
vlotbrug,7,1
Klokkentoren,1,1
Gemeentelijke herindeling,4,1
Katoen,3,1
Linnenfabriek,52,1
Ellemaat,2,1
Nationaal-Socialistische bouwkunst,24,1
Landmeten,2,1
Binnenterrein,15,1
Restauratie-architect,27,1
Hensbeker,6,1
Textielmuseum,7,1
Vierde Nota Ruimtelijke Ordening,2,1
daktuin,2,1
Weerhaan,1,1
Loodwitfabriek,3,1
Stutwerk,6,1
Bibliotheekbouw,5,1
Vlasmolen,2,1
Steenformaat,2,1
Koolteer,3,1
Atlas van Stolk,1,1
lakenfabriek,4,1
getijdemolen,1,1
Snijraam,27,1
Stroopfabriek,11,1
Rijwielfabriek,6,1
Luchtboog,24,1
Machine,40,1
Vogelvlucht,40,1
Wet op de Ruimtelijke Ordening,14,1
Beiaardier,7,1
Landgoed  De Dellen,1,1
